USI,negative_polarity_count,positive_polarity_count
mzspec:ST002044:RP/ESIPOS/NHF_29.mzML,0,8266
mzspec:ST001722:QC-1_neg_1a.mzXML,767,0
mzspec:ST002999:raw_files/NRF2_DMSO_Gln_1.mzML,1830,0
mzspec:ST000909:mzXML/VT_171029_M314_003.mzXML,0,1143
mzspec:ST002238:92_control_NB_Plasma_Quant_C18_Neg_066.mzML,4832,0
mzspec:ST002046:raw_data/rp_pos/Extr_Solv_Blank_01_06.mzML,0,1361
mzspec:ST002193:RAW DATA/MS1/NEG/NEG_2187.mzXML,803,0
mzspec:ST001048:CHEAR_2016-1407_Workbench_Raw_Files_MSSM-UT_31Aug2018/mzXML/HILIC_positive/Wanda_HILIC_dilute_20180730_mzXML/sample/GD_049_18S005UR0087D02_ZHP_DB2.mzXML,0,2472
mzspec:ST002968:mzML/N-M1-0804-POS.mzML,0,21
mzspec:ST002764:CSHPOS/Petrick463_MX437720_posCSH_BPL1415-0953-463.mzML,0,1683
mzspec:ST002332:VT_181106_M338_087.mzXML,0,1143
mzspec:ST002764:CSHPOS/Petrick468_MX437720_posCSH_BPL1415-0958-468.mzML,0,1683
mzspec:ST002302:ID3484/m_Lipidomics_LCMS_negative/A16.mzXML,620,0
mzspec:ST002795:NEG-Leaf-Salvia argentea-2.mzML,3163,0
mzspec:ST002332:VT_181202_M338_049.mzXML,0,1143
mzspec:ST001849:renamed_mzMLs/B4_WU350-145_d7_lipid_neg.mzML,3250,0
mzspec:ST002044:RP/ESINEG/NHF_57NEG.mzML,8239,0
mzspec:ST001849:renamed_mzMLs/B2_WU350-079_d0_lipid_pos.mzML,0,3250
mzspec:ST002331:VT_181108_M338_018.mzXML,1143,0
mzspec:ST001724:ST001724/Urine_neg_exp2/Urin_neg_69.mzXML,565,0
mzspec:ST001918:Walker_Benzene_MWAS_mzXML_Files_V2/VT_170728_M021_229.mzXML,0,1144
mzspec:ST002331:VT_181103_M338_017.mzXML,0,1143
mzspec:ST002331:VT_181011_M338_039.mzXML,0,1143
mzspec:ST002795:NEG-Leaf-Salvia urica-2.mzML,3163,0
mzspec:ST002331:VT_181214_M338_107.mzXML,0,1143
mzspec:ST002151:Q1_Positive_MS_Placenta_MSMS.mgf,0,3828
mzspec:ST002283:AB_Human_Bone/Human_Hilic_Pos/D2_TS_A_Hilic_Pos.mzML,0,8941
mzspec:ST002764:CSHNEG/MtdBlank031_MX437720_negCSH_postPetrick300.mzML,1675,0
mzspec:ST002044:HILIC/ESINEG/D151_NEG.mzML,9476,0
mzspec:ST002044:HILIC/ESINEG/NHF70_NEG.mzML,9446,0
mzspec:ST002092:meta_analysis_data_lcms/hilic_pos_mwb/b4_aos_180.mzML,0,1280
mzspec:ST002161:MyData/Ms5_T90.mzXML,3640,0
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130922_081.mzXML,0,2245
mzspec:ST002414:CTL_R-ON_Naive_B3_P_3.mzXML,0,14361
mzspec:ST002109:negative/BW45-36.mzXML,820,0
mzspec:ST002795:POS-Leaf-Salvia sclarea var. turkestanica 'Vatican Pink'-1.mzML,0,3158
mzspec:ST002432:IIV_Metformin/YW_20201210_180.mzML,0,759
mzspec:ST002331:VT_181108_M338_243.mzXML,0,1143
mzspec:ST002764:CSHPOS/PoolQC005_MX437720_posCSH_postPetrick040_2BU.mzML,0,1683
mzspec:ST002331:VT_181212_M338_147.mzXML,0,1143
mzspec:ST001912:mzMLfiles/20191216_AG_VB_BioSFA_AlgaeCmpr_SetC18_QE144_EPC18_USDAY46920_NEG_MSMS-v2_61_P-FW-TxCtrl-noInc_1__200.mzML,3911,0
mzspec:ST002790:211218_Smp_1771_C_pos.mzML,0,10907
mzspec:ST002764:CSHPOS/Petrick246_MX437720_posCSH_BPL1415-0736-246_2.mzML,0,1683
mzspec:ST001200:chear_2017_1762_mzXML/VT_190127_M371_215.mzXML,0,1143
mzspec:ST002240:DualLabels_ArabidopsisRoots/6_WT_1-pos.mzML,0,2038
mzspec:ST001849:renamed_mzMLs/B3_WU350-117_d7_polar_neg.mzML,1318,0
mzspec:ST001675:Ceramides_Th17_iTreg/iTreg_D5.mzML,0,3226
mzspec:ST002993:MyData/CEMSPOS_Mzxml/C2002_CEPOS.mzXML,0,2118
mzspec:ST001849:renamed_mzMLs/B8_WU350-312_d14_polar_pos.mzML,0,1317
mzspec:ST002466:13C-MFA_Synechococcus elongatus PCC 11801 and 11802_mzML/11802/Biological Replicate 2_11802/PCC11802 600 SEC SWATH1-1 BR2.mzML,1,0
mzspec:ST001430:mzXML_data/586.NEG.mzXML,2959,0
mzspec:ST001757:serum_Neg_CN_30A1A_M.mzXML,2756,0
mzspec:ST002969:MS237970QEM_leah_allis/MS237970QEM_leah_allis_03.mzXML,1852,1851
mzspec:ST002958:wetransfer_converted-mass-spec-files_2023-10-30_2205/T112020-Hartley-22spinal-convert/T112020-Hartley-22spinal-sample76.mzML,0,8
mzspec:ST001200:chear_2017_1762_mzXML/VT_190123_M371_176.mzXML,1143,0
mzspec:ST002044:RP/ESIPOS/D_189.mzML,0,8234
mzspec:ST002132:V5.mzML,0,3848
mzspec:ST002147:Welhaven_bonemarrow_25.mzML,0,1499
mzspec:ST002151:Q20_Positive_MS_Placenta_MSMS.mgf,0,3876
mzspec:ST001430:mzXML_data/175.POS.mzXML,0,3187
mzspec:ST001849:renamed_mzMLs/B9_WU350-374_d3_lipid_pos.mzML,0,3249
mzspec:ST000909:mzXML/VT_171028_M314_164.mzXML,1142,0
mzspec:ST000909:mzXML/VT_171025_M314_176.mzXML,1142,0
mzspec:ST001991:Serumrawdata/21072019_Bile_Acid_Rerun_Plate_1-5005813.mzML,4350,0
mzspec:ST002238:21_onset_NB_Plasma_Quant_HILIC_Neg_123.mzML,6167,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18pos/HRE_HFX_20200926_HRE0010_085.mzXML,0,1735
mzspec:ST001849:renamed_mzMLs/B6_WU350-209_d3_polar_neg.mzML,1318,0
mzspec:ST001756:feces_Neg_GF_27F3.mzXML,2752,0
mzspec:ST002681:CTL-T2D runs/5min neg/T2D_GUSA_neg.mzxml.mzXML,676,0
mzspec:ST001849:renamed_mzMLs/B9_WU350-391_d0_lipid_pos.mzML,0,3249
mzspec:ST001200:chear_2017_1762_mzXML/VT_190125_M371_220.mzXML,1142,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200926_HRE0010_078.mzXML,1736,0
mzspec:ST002161:MyData/PV_7597.mzXML,4071,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18pos/HRE_HFX_20200924_HRE0010_079.mzXML,0,1735
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200923_HRE0010_132.mzXML,1736,0
mzspec:ST001849:renamed_mzMLs/B1_WU350-009_d3_polar_pos.mzML,0,1318
mzspec:ST002460:MZXML Palaemon/20210712_Palaemon_GlandeNerveuse_F5_25_01_11043.mzXML,0,2677
mzspec:ST000909:mzXML/VT_171026_M314_212.mzXML,1142,0
mzspec:ST001200:chear_2017_1762_mzXML/VT_190124_M371_265.mzXML,0,1143
mzspec:ST001801:mzXML_batch3to5/BL_200220_M393_223.mzXML,0,9356
mzspec:ST000240:ST000240/Data/raw files/Negative/QE2_sbs_8_59.mzXML,3016,0
mzspec:ST002452:FTD_mzXML_Files/448_SPC-WM.mzXML,0,20654
mzspec:ST001200:chear_2017_1762_mzXML/VT_190126_M371_174.mzXML,1143,0
mzspec:ST002539:RP_Lipids_Negative/200827_Smp_50ppt-3C-neg_C.mzXML,4519,0
mzspec:ST002291:ID_207.mzXML,0,2618
mzspec:ST002798:RPLC_NEGATIVE/SJ_01_C18neg.mzML,3693,0
mzspec:ST002077:Pttime/20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_POS_MSMS-v2_49_pellet-12d_1_IR01_NA_142.mzML,0,7515
mzspec:ST002063:Metabolomics/240-9609_CON-IL_16.mzXML,0,8714
mzspec:ST002764:CSHPOS/Petrick464_MX437720_posCSH_BPL1415-0954-464.mzML,0,1683
mzspec:ST002838:mzML output/SEC61_E1_DerPos_5in40_method.mzML,0,142
mzspec:ST001715:Methimazole_0_2_hilicpos_fusion.mzXML,0,4690
mzspec:ST001200:chear_2017_1762_mzXML/VT_190122_M371_011.mzXML,0,1143
mzspec:ST002332:VT_181022_M338_080.mzXML,1143,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18pos/HRE_HFX_20200926_HRE0010_017.mzXML,0,1735
mzspec:ST002332:VT_181030_M338_108.mzXML,1143,0
mzspec:ST001947:181218_095.mzML,0,6229
mzspec:ST001667:ST001667/20190514_Pincus_5-2.mzML,0,1490
mzspec:ST002024:AcCoA_Mito_Workbench/20191216-LipL2-glucose-3.mzXML,2352,0
mzspec:ST002044:HILIC/ESIPOS/D49_POS.mzML,0,8600
mzspec:ST001200:chear_2017_1762_mzXML/VT_190127_M371_081.mzXML,0,1143
mzspec:ST002238:29_post_NB_Plasma_Quant_HILIC_Pos_090.mzML,0,6168
mzspec:ST002332:VT_181209_M338_240.mzXML,1143,0
mzspec:ST001711:NAFLD.Polar.Metabolites.Batch1/0001_GC_20180619_0029.mzML,0,5660
mzspec:ST001899:190807LL_MetHILICpos_QC_MP_05.mzML,0,1800
mzspec:ST002092:meta_analysis_data_lcms/hilic_pos_mwb/b1_aos_78.mzML,0,1268
mzspec:ST001430:mzXML_data/198.POS.mzXML,0,3189
mzspec:ST002316:Cox10 Ndufa9 de novo/100N_neg.mzXML,2432,0
mzspec:ST002534:mzmls/4-1_serum_pns.mzML,444,444
mzspec:ST002838:mzML output/Sec61a2-WC-NonDerPos-5.mzML,0,125
mzspec:ST002254:ST002254/P34160.mzML,0,3845
mzspec:ST002537:Purslane_SP3_Adult_Leaf_Polar_Negative.mzXML,3631,0
mzspec:ST002331:VT_181026_M338_073.mzXML,0,1143
mzspec:ST002842:Liver_Lipids_Feno_Diet/Diet Positive/c26_10.mzXML,0,2082
mzspec:ST001430:mzXML_data/238.POS.mzXML,0,3188
mzspec:ST002858:DS1-123_28Aug2023_Pluchino Perruzzotti Serum Lipidomics Oxylipin/DS1-123-122-neg_oxylipinsSerum.mzXML,1141,0
mzspec:ST001801:mzXML_batch3to5/BL_200220_M393_294.mzXML,0,9389
mzspec:ST002332:VT_181209_M338_188.mzXML,1143,0
mzspec:ST002465:mouse/2019_08_06KB_HILICNeg15_ile_spf_12_F3.mzXML,1390,0
mzspec:ST002347:MzXML_Pos_mode/1691_Ld1s_plus_ABX_spleen_P79_1.mzXML,0,3381
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130923_089.mzXML,0,2246
mzspec:ST001849:renamed_mzMLs/B1_WU350-014_d3_polar_neg.mzML,1318,0
mzspec:ST002429:OilPalm_Salt_20_14DAT_R2_POS.mzXML,0,3628
mzspec:ST001200:chear_2017_1762_mzXML/VT_190128_M371_310.mzXML,1143,0
mzspec:ST002283:AB_Human_Bone/Human_Lipid_Neg/D3_TS_A_Lip_Neg.mzML,8196,0
mzspec:ST001721:QE_2018_Q2_0997_Sample.mzML,5268,0
mzspec:ST002332:VT_181117_M338_110.mzXML,1143,0
mzspec:ST002332:VT_181127_M338_094.mzXML,1143,0
mzspec:ST002332:VT_181212_M338_242.mzXML,1143,0
mzspec:ST002465:mouse/2019_08_06KB_HILICNeg15_cec_spf_8_F1.mzXML,1390,0
mzspec:ST002494:0012_GC_20181201_0031.mzML,0,5660
mzspec:ST002858:DS1-123_28Aug2023_Pluchino Perruzzotti Serum Lipidomics Neg/DS1-123-002-neg_lipidomicsSerum.mzXML,1649,0
mzspec:ST001918:Walker_Benzene_MWAS_mzXML_Files_V2/VT_170728_M021_258.mzXML,1143,0
mzspec:ST001200:chear_2017_1762_mzXML/VT_190125_M371_026.mzXML,1143,0
mzspec:ST001849:renamed_mzMLs/B4_WU350-134_d0_lipid_pos.mzML,0,3249
mzspec:ST002813:tissues_polar/col005j1_L_08.mzXML,1615,0
mzspec:ST002764:CSHPOS/MtdBlank040_MX437720_posCSH_postPetrick390.mzML,0,1683
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130922_085.mzXML,0,2245
mzspec:ST002051:Tz_Bz_Comp/0427_PP_Tachy_Tubes_T1_4.mzML,0,13223
mzspec:ST002790:220111_Poo_TruePooBacteria_Full3.mzML,0,1423
mzspec:ST002302:ID3484/m_Lipidomics_LCMS_negative/A25.mzXML,621,0
mzspec:ST002838:mzML output/Golga5-Oct-WC-4_NonDerNeg.mzML,132,0
mzspec:ST001660:ACS_NIH_Workbench/20181220-ND2.mzXML,2103,0
mzspec:ST002551:159200_3_GREENL_ONC_OS_14dpi_POS.mzXML,0,862
mzspec:ST001918:Walker_Benzene_MWAS_mzXML_Files_V2/VT_170729_M021_139.mzXML,0,1144
mzspec:ST001715:Mephenesin_0_2_c18neg_fusion.mzXML,4100,0
mzspec:ST002764:CSHPOS/Petrick254_MX437720_posCSH_BPL1415-0744-254.mzML,0,1683
mzspec:ST002339:L_310.mzXML,0,16101
mzspec:ST001849:renamed_mzMLs/B4_WU350-155_d0_polar_neg.mzML,1319,0
mzspec:ST002398:Harvard-mzml/Z2.mzXML,5121,5075
mzspec:ST002331:VT_181126_M338_245.mzXML,0,1143
mzspec:ST002993:MyData/GCMS_MzxMl/M1176_GC.mzXML,0,5020
mzspec:ST001200:chear_2017_1762_mzXML/VT_190122_M371_278.mzXML,1143,0
mzspec:ST002764:CSHPOS/Petrick258_MX437720_posCSH_BPL1415-0748-258.mzML,0,1683
mzspec:ST002482:mzml endos/E-088.mzML,0,3023
mzspec:ST002347:MzXML_Pos_mode/pos_pooled_QC2_20200814091220.mzXML,0,3333
mzspec:ST001849:renamed_mzMLs/B3_WU350-066_d3_polar_neg.mzML,1318,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200929_HRE0010_036.mzXML,1736,0
mzspec:ST001807:Positive ion/mzXML/Dm_polpos_QC_4_R4.mzXML,0,48
mzspec:ST001711:NAFLD.Polar.Metabolites.Batch.3/0001_GC_20180801_0470.mzML,0,5660
mzspec:ST001430:mzXML_data/504.NEG.mzXML,2966,0
mzspec:ST001807:Negative ion/mzXML/Dm_polneg_Ion_1_49_R3.mzXML,47,0
mzspec:ST002063:Metabolomics/QCDDMS_1_NEG.mzXML,9916,0
mzspec:ST002763:E2_LC-MSneg.mzML,3996,0
mzspec:ST001849:renamed_mzMLs/B3_WU350-066_d0_polar_neg.mzML,1318,0
mzspec:ST002414:CX_L-ON_27_dpi_C1_P_2.mzXML,0,13848
mzspec:ST002764:CSHNEG/PoolQC011_MX437720_negCSH_postPetrick100.mzML,1675,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200926_HRE0010_132.mzXML,1736,0
mzspec:ST002429:OilPalm_Salt_10_14DAT_R4_NEG.mzXML,3631,0
mzspec:ST002283:AB_Human_Bone/Human_Hilic_Pos/D2_TS_E_Hilic_Pos.mzML,0,8942
mzspec:ST002405:Untargeted/S07527.mzXML,1933,2721
mzspec:ST001992:Fecal_rawdata/20190813FecalRun1_plate3re-3114534.mzML,4393,0
mzspec:ST001849:renamed_mzMLs/B6_WU350-261_d0_lipid_neg.mzML,3249,0
mzspec:ST002238:NB_Plasma_QC_HILIC_Neg_87.mzML,6167,0
mzspec:ST002561:Zebrafish epalrestat experiments/wt4.mzXML,3704,0
mzspec:ST002796:C18neg/MS2/DDA/QCDDA_SCAN1_02_C18neg.mzML,6109,0
mzspec:ST002813:tissues_polar/col005j1_Q_10.mzXML,1632,0
mzspec:ST001991:Serumrawdata/29072019_Bile_Acid_Rerun_Plate_7&part8-5002779.mzML,4365,0
mzspec:ST002331:VT_181029_M338_224.mzXML,1143,0
mzspec:ST001849:renamed_mzMLs/B7_WU350-256_d7_lipid_neg.mzML,3249,0
mzspec:ST001849:renamed_mzMLs/B8_WU350-307_d0_lipid_pos.mzML,0,3249
mzspec:ST001991:Serumrawdata/21072019_Bile_Acid_Rerun_Plate_4-5002566.mzML,4315,0
mzspec:ST001849:renamed_mzMLs/B8_WU350-309_d14_lipid_neg.mzML,3249,0
mzspec:ST001902:mzML_2757/KA-014.mzML,3697,3897
mzspec:ST001952:GLS2 KO vs WT mouse hepatocytes/DS-181015-00040_GLS2_39_GLS2-KO_Glutamine_60min_GD3.mzXML,8199,0
mzspec:ST002044:HILIC/ESINEG/D109_NEG.mzML,9453,0
mzspec:ST002806:High Myc Medulloblastoma 7312021 mzXML/Invitro D425 GLN3 Pos.mzXML,0,2700
mzspec:ST001779:AvsT_Pos/Blank2.mzXML,0,8223
mzspec:ST001048:CHEAR_2016-1407_Workbench_Raw_Files_MSSM-UT_31Aug2018/mzXML/HILIC_positive/Wanda_HILIC_dilute_20180727_mzXML/sample/GD_072_18S005UR0042D02_ZHP_DB1.mzXML,0,2473
mzspec:ST002959:NEG_SH1_2.mzML,10722,0
mzspec:ST002382:Split injection mzXML/PBQC10_UNK-0052_21062019_50.mzXML,0,199090
mzspec:ST002332:VT_181028_M338_187.mzXML,0,1143
mzspec:ST002008:mzXMLs_cyano/200612_Smp_GBTFate2MT12-pos_B.mzXML,0,1719
mzspec:ST002289:sdmdmm2/2018_07_20_2018_07_20KB_HILICNeg15_Media4.mzXML,997,0
mzspec:ST000987:GLA STUDY Citius/Raw Data/GLA_CT_Lipids_SO026_SA019_1001dC2.mzML,0,1
mzspec:ST002060:NMDR_Upload/Col0_Mature_Lipid_Neg_4.mzML,2065,0
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130914_047.mzXML,0,2245
mzspec:ST002332:VT_181011_M338_174.mzXML,1143,0
mzspec:ST002044:HILIC/ESINEG/D106_NEG.mzML,9459,0
mzspec:ST002958:wetransfer_converted-mass-spec-files_2023-10-30_2205/T012420-HartleyPlasma3-convert/T012420-HartleyPlasma3-sample53.mzML,0,8
mzspec:ST002331:VT_181203_M338_063.mzXML,0,1144
mzspec:ST001200:chear_2017_1762_mzXML/VT_190124_M371_004.mzXML,1143,0
mzspec:ST001918:Walker_Benzene_MWAS_mzXML_Files_V2/VT_170729_M021_106.mzXML,1143,0
mzspec:ST001715:Suloctidil_0_2_hilicpos_fusion.mzXML,0,4644
mzspec:ST002332:VT_181028_M338_037.mzXML,0,1143
mzspec:ST002332:VT_181201_M338_056.mzXML,1143,0
mzspec:ST002316:Cox10 Ndufa9 de novo/108N_pos.mzXML,0,2434
mzspec:ST002332:VT_181110_M338_203.mzXML,0,1143
mzspec:ST002331:VT_181016_M338_061.mzXML,0,1143
mzspec:ST002520:The role of dietary inulin in NASH progression_portal vein serum/X3796pos.mzML,0,32
mzspec:ST001711:NAFLD.Polar.Metabolites.Batch.2/0001_GC_20180718_0274.mzML,0,5660
mzspec:ST002044:HILIC/ESIPOS/D11_POS.mzML,0,9024
mzspec:ST002722:CIR23_hilic_pos.mzXML,0,9700
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200929_HRE0010_118.mzXML,1736,0
mzspec:ST001849:renamed_mzMLs/B6_WU350-200_d0_polar_pos.mzML,0,1318
mzspec:ST001200:chear_2017_1762_mzXML/VT_190122_M371_217.mzXML,0,1143
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18pos/HRE_HFX_20200926_HRE0010_135.mzXML,0,1735
mzspec:ST002790:211215_Std_4uMStdsMix1InMatrix_2.mzML,0,1429
mzspec:ST000909:mzXML/VT_171031_M314_153.mzXML,0,1143
mzspec:ST001849:renamed_mzMLs/B3_WU350-117_d0_polar_pos.mzML,0,1319
mzspec:ST002332:VT_181111_M338_025.mzXML,0,1143
mzspec:ST002993:MyData/LCMSNEG_MzXMl/C2284_LCNEG.mzXML,3426,0
mzspec:ST002331:VT_181201_M338_174.mzXML,1143,0
mzspec:ST002046:raw_data/hilic_neg/AA_std_100DF_02_neg_25.mzML,1367,0
mzspec:ST002414:CX_L-ON_18_dpi_C3_P_2.mzXML,0,14036
mzspec:ST002331:VT_181106_M338_232.mzXML,1143,0
mzspec:ST001800:BL_200220_M393_595.mzXML,0,9382
mzspec:ST002421:Whole_cell_lipidomics/20191130_pos_rep3_KO_b.mzXML,0,10671
mzspec:ST001715:Naphthalene0_hilic_01_hfqe.mzXML,0,1142
mzspec:ST002330:Metabolomics-mzXML-C18.zip/C18-RN30-pos.mzML,0,475
mzspec:ST002370:Irvine-mzXML-serum/330.mzXML,0,202927
mzspec:ST001184:HILICPos_ALOHASSearch_tosubmit/160718_Poo_7-18_AqExtracts_pos.mzXML,0,12748
"mzspec:ST000258:ST000258/endo/WT_M3b_endo_n_1-c,1_01_18592.d/M3_wt2_endo_n.mzXML",4276,0
mzspec:ST002069:SS-016.mzXML,3513,3640
mzspec:ST002092:meta_analysis_data_lcms/hilic_pos_mwb/b1_aos_142.mzML,0,1266
mzspec:ST002764:CSHNEG/PoolQC023_MX437720_negCSH_postPetrick220.mzML,1675,0
"mzspec:ST000258:ST000258/endo/AB_M4b_endo_p_1-d,1_01_18923.d/M4_AB2_endo_p.mzXML",0,4319
mzspec:ST002838:mzML output/Golga8m-Oct-WC-2_NonDerPos.mzML,0,143
mzspec:ST002238:NB_Plasma_EXT_HILIC_Neg_002.mzML,6167,0
mzspec:ST001849:renamed_mzMLs/B4_WU350-132_d3_polar_neg.mzML,1318,0
mzspec:ST002813:arterial_polar/neg-39.mzXML,1309,0
mzspec:ST001825:Serum GC-HRAM/ODBS10.mzML,0,8907
mzspec:ST001372:KM1513_RP/170413_Poo_April11AqExtractsHalf_1.mzXML,0,2904
mzspec:ST002554:ACCLBR_RawData/CT20.mzML,3242,0
mzspec:ST002993:MyData/LCMSPOS_mzXMl/M1078_LCPOS.mzXML,0,3426
mzspec:ST001849:renamed_mzMLs/B7_WU350-078_d84_lipid_pos.mzML,0,3249
mzspec:ST002406:HILIC-mzXML/H5-neg.mzXML,1001,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200923_HRE0010_010.mzXML,1736,0
mzspec:ST002842:Liver_Lipids_Feno_Diet/Diet Positive/TGLIF-diet_7.mzXML,0,2082
mzspec:ST001991:Serumrawdata/25072019_Bile_Acid_Rerun_Plate_6-5001679.mzML,4362,0
mzspec:ST001853:hamster_mzmls/P H-510_lipid_neg.mzML,3249,0
mzspec:ST002355:Targeted SCFA/S12561.mzXML,1797,0
mzspec:ST000909:mzXML/VT_171026_M314_169.mzXML,0,1143
mzspec:ST002414:CX_L-ON_7_dpi_B1_P_2.mzXML,0,14221
mzspec:ST001849:renamed_mzMLs/B5_WU350-190_d3_lipid_pos.mzML,0,3249
mzspec:ST002902:15.1.mzML,0,51204
mzspec:ST002332:VT_181026_M338_139.mzXML,0,1143
mzspec:ST002796:HILICpos/MS2/DDA/QCDDA_SCAN2_01_HILICpos.mzML,0,4796
mzspec:ST001048:CHEAR_2016-1407_Workbench_Raw_Files_MSSM-UT_31Aug2018/mzXML/HILIC_positive/Wanda_HILIC_dilute_20180730_mzXML/UT/GD_092_UTD2_ZHP_DB2.mzXML,0,2473
mzspec:ST001200:chear_2017_1762_mzXML/VT_190127_M371_013.mzXML,0,1143
mzspec:ST002783:NIKP_WB_P/68_T0.mzML,3932,0
mzspec:ST001709:Data/mzXML/Sample_16___pos.mzXML,0,2056
mzspec:ST002331:VT_181012_M338_049.mzXML,0,1143
mzspec:ST002890:DL_files_for_MetaboLights/H-Gly_75_tech1-neg.mzML,21351,0
mzspec:ST002539:RP_Lipids_Negative/200827_Smp_FilterBlk35-neg_A.mzXML,4479,0
mzspec:ST001918:Walker_Benzene_MWAS_mzXML_Files_V2/VT_170729_M021_156.mzXML,1143,0
mzspec:ST001200:chear_2017_1762_mzXML/VT_190125_M371_270.mzXML,1143,0
mzspec:ST002539:RP_Lipids_Negative/200827_Smp_StaB1-neg_C.mzXML,4503,0
mzspec:ST002465:mouse/2019_08_06KB_HILICNeg15_uri_gf_8_M2.mzXML,1390,0
mzspec:ST002494:0012_GC_20181130_0007.mzML,0,5659
mzspec:ST002332:VT_181030_M338_045.mzXML,0,1143
mzspec:ST001200:chear_2017_1762_mzXML/VT_190124_M371_141.mzXML,0,1143
mzspec:ST002332:VT_181021_M338_062.mzXML,1143,0
mzspec:ST000909:mzXML/VT_171031_M314_277.mzXML,0,1144
mzspec:ST002331:VT_181030_M338_115.mzXML,0,1143
mzspec:ST002993:MyData/GCMS_MzxMl/M1794_GC.mzXML,0,5020
mzspec:ST002332:VT_181209_M338_046.mzXML,1143,0
mzspec:ST001849:renamed_mzMLs/B4_WU350-148_d0_polar_pos.mzML,0,1319
mzspec:ST001430:mzXML_data/556.POS.mzXML,0,3193
mzspec:ST002432:IIV_Metformin/YW_20201206_253.mzML,0,785
mzspec:ST001715:Nicardipine_24_2_c18neg_fusion.mzXML,4043,0
mzspec:ST002044:RP/ESIPOS/NHF_18.mzML,0,8250
mzspec:ST001200:chear_2017_1762_mzXML/VT_190125_M371_302.mzXML,1143,0
mzspec:ST002077:Pttime/20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_POS_MSMS-v2_38_pellet-3d_2_IR01_NA_037.mzML,0,7446
mzspec:ST002331:VT_181023_M338_057.mzXML,0,1143
mzspec:ST002331:VT_181103_M338_085.mzXML,0,1143
mzspec:ST000909:mzXML/VT_171031_M314_136.mzXML,1142,0
mzspec:ST002044:HILIC/ESINEG/D134_NEG.mzML,9463,0
mzspec:ST001849:renamed_mzMLs/B2_WU350-018_d0_polar_neg.mzML,1318,0
mzspec:ST002783:NIKP_WB_P/31_T0.mzML,3752,0
mzspec:ST001200:chear_2017_1762_mzXML/VT_190122_M371_034.mzXML,1143,0
mzspec:ST002414:CX_L-ON_7_dpi_A1_N_1.mzXML,12182,0
mzspec:ST002838:mzML output/WT-MT-Faims-3.mzML,50,0
mzspec:ST002332:VT_181111_M338_246.mzXML,1143,0
mzspec:ST001200:chear_2017_1762_mzXML/VT_190124_M371_063.mzXML,0,1143
mzspec:ST002332:VT_181207_M338_226.mzXML,1143,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18pos/HRE_HFX_20200929_HRE0010_111.mzXML,0,1735
mzspec:ST002838:mzML output/Golga5-MT-DerPos-5.mzML,0,37
mzspec:ST002331:VT_181130_M338_255.mzXML,0,1143
mzspec:ST002331:VT_181012_M338_196.mzXML,1143,0
mzspec:ST002925:Data/Neg_sample_02.mzML,15167,0
mzspec:ST001849:renamed_mzMLs/B5_WU350-196_d0_polar_neg.mzML,1318,0
mzspec:ST000991:GLA STUDY X500R/Raw Data/GLA_X500R_Lipids_Rep2.mzML,0,1
mzspec:ST001430:mzXML_data/179.NEG.mzXML,3066,0
mzspec:ST001493:DynamicBinning/IS1-8/PlasmaIS1-8_20.mzML,0,8887
mzspec:ST002303:FIT2Flox_01_neg.mzML,29392,0
mzspec:ST001715:benzoapyrene_0_hilic_001_fusion.mzXML,0,632
mzspec:ST002332:VT_181127_M338_069.mzXML,0,1143
mzspec:ST002520:The role of dietary inulin in NASH progression_portal vein serum/QC03neg.mzML,29,0
mzspec:ST000240:ST000240/Data/raw files/Positive/QE2_sbs_8_17.mzXML,0,3138
mzspec:ST001849:renamed_mzMLs/B4_WU350-116_d0_lipid_neg.mzML,3249,0
